QKEY,INTERVIEW_START_W110,INTERVIEW_END_W110,DEVICE_TYPE_W110,LANG_W110,FORM_W110,XCITIZEN_W110,POL1JB_W110,POL1JBSTR_W110,INSTFAV_a_W110,INSTFAV_b_W110,JBCONF_ECON_W110,JBCONF_CRIS_W110,JBCONF_IMMI_W110,JBCONF_CLSR_W110,JBCONF_CN_W110,JBCONF_CONG_W110,JBCONF_CRIM_W110,JBCONF_PUBH_W110,JBECON_W110,JBADMIN2_NRCH_W110,JBADMIN2_OPEN_W110,JBADMIN2_EFFI_W110,JBADMIN2_STND_W110,JBADMIN2_MORL_W110,DIFFPARTY_W110,PTYISSUE_ECON_W110,PTYISSUE_ABPOL_W110,PTYISSUE_IMM_W110,PTYISSUE_COV_W110,PTYISSUE_CLIM_W110,PTYISSUE_LGT_W110,PTYISSUE_GUNS_W110,PTYISSUE_HC_W110,PTYISSUE_RACE_W110,PTYISSUE_CRIME_W110,REPPTYTRAIT_EXTR_W110,REPPTYTRAIT_EXCHT_W110,REPPTYTRAIT_HON_W110,REPPTYTRAIT_TOL_W110,REPPTYTRAIT_TRADS_W110,REPPTYTRAIT_INTF_W110,DEMPTYTRAIT_EXTR_W110,DEMPTYTRAIT_EXCHT_W110,DEMPTYTRAIT_HON_W110,DEMPTYTRAIT_TOL_W110,DEMPTYTRAIT_TRADS_W110,DEMPTYTRAIT_INTF_W110,TRAITREPa_W110,TRAITREPb_W110,TRAITREPc_W110,TRAITREPe_W110,TRAITREPf_W110,TRAITDEMa_W110,TRAITDEMb_W110,TRAITDEMc_W110,TRAITDEMe_W110,TRAITDEMf_W110,SENGUN22A_W110,SENGUN22B_W110,SENGUN22C_W110,SENGUN22D_W110,ABRTLGL_W110,ECON1_W110,ECON1B_W110,PERSFNC_W110,PERSFNCB_W110,ECONCONC_INFL_W110,ECONCONC_UNEM_W110,ECONCONC_LAB_W110,ECONCONC_ENG_W110,ECONCONC_SHTG_W110,ECONCONC_REAL_W110,ECONCONC_STCK_W110,INFROLE_GOVSP_W110,INFROLE_COVID_W110,INFROLE_PROF_W110,INFROLE_UKR_W110,INFROLE_INTRT_W110,PARTY_GOOD_W110,VIEWSCHAR_W110,FAVPOL_BIDEN_W110,FAVPOL_TRUMP_W110,FAVPOL_HARRIS_W110,FAVPOL_SCHUMER_W110,FAVPOL_MCCONNELL_W110,FAVPOL_PELOSI_W110,FAVPOL_MCCARTHY_W110,FAVPOL_PENCE_W110,RGHTCNTRL_W110,MOREGUNIMPACT_W110,MASSSTRICT_W110,ELCTCOLLB_W110,CANMTCHPOL_W110,LEADERCHAR_WIN_W110,LEADERCHAR_DSA_W110,LEADERCHAR_MIL_W110,LEADERCHAR_GVEXP_W110,PRTY_CHSE_W110,REPLEAD_EVIL_W110,REPLEAD_COOP_W110,REPLEAD_DMGD_W110,DEMLEAD_EVIL_W110,DEMLEAD_COOP_W110,DEMLEAD_RPGD_W110,HRD_ABRTN_W110,ABRTN_SCOTUS_W110,PARTY_W110,PARTYLN_W110,PARTYSTR_W110,IDENTITYREP_a_W110,IDENTITYREP_b_W110,IDENTITYREP_c_W110,IDENTITYREP_f_W110,IDENTITYREP_g_W110,IDENTITYDEM_a_W110,IDENTITYDEM_b_W110,IDENTITYDEM_c_W110,IDENTITYDEM_f_W110,IDENTITYDEM_g_W110,IDENTITYLN1R_a_W110,IDENTITYLN1R_b_W110,IDENTITYLN1R_c_W110,IDENTITYLN1R_g_W110,IDENTITYLN2R_a_W110,IDENTITYLN2R_b_W110,IDENTITYLN2R_c_W110,IDENTITYLN2R_e_W110,IDENTITYLN1D_a_W110,IDENTITYLN1D_b_W110,IDENTITYLN1D_c_W110,IDENTITYLN1D_g_W110,IDENTITYLN2D_a_W110,IDENTITYLN2D_b_W110,IDENTITYLN2D_c_W110,IDENTITYLN2D_e_W110,DVOTER_W110,RVOTER_W110,E3MOD_W110,YRSJOB_W110,YRSJOBSLF_W110,LOOKLKLY_W110,JOBSEC_W110,FINDJOB_W110,ABRTN_STATE_W110,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W110
227117,2022-07-02T13:14:02Z,2022-07-02T13:41:09Z,1,1,2,1,2,1,3,3,3,4,NA,NA,NA,3,3,2,2,2,3,99,4,3,1,2,1,NA,NA,NA,NA,2,3,2,2,NA,2,3,2,2,3,NA,1,3,1,3,1,3,2,3,3,3,4,3,1,3,5,2,1,4,1,3,4,2,4,2,1,2,2,1,2,1,2,1,1,1,2,2,NA,1,3,3,NA,NA,NA,4,99,1,1,NA,1,2,1,3,1,5,3,5,NA,NA,NA,1,1,4,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,2,2,3,5,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,2,2,2,2,0.6058293370854595
227278,2022-06-29T06:28:23Z,2022-06-29T06:39:38Z,1,1,2,1,2,1,2,3,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,1,2,1,NA,NA,NA,NA,1,2,2,1,NA,4,2,2,1,3,NA,1,4,3,4,4,2,2,2,3,2,5,4,4,3,5,2,3,3,2,3,3,3,2,2,1,3,2,1,2,2,1,1,2,3,2,1,NA,2,4,2,NA,NA,NA,4,2,1,1,NA,3,2,1,3,1,5,4,3,NA,NA,NA,1,1,5,1,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,4,1,1,2,4,1,2,4,2,NA,1,1,1,1,1,2,12,NA,3,5,1,NA,1,1,7,1,1,2,1,2,1.0074632958480476
228761,2022-06-28T18:47:37Z,2022-06-28T19:21:41Z,1,1,2,1,2,1,2,3,4,4,NA,NA,NA,3,3,3,2,1,4,4,4,4,1,1,5,NA,NA,NA,NA,1,1,5,1,NA,3,2,2,3,2,NA,2,3,3,2,2,2,3,2,2,2,4,4,4,4,4,1,4,3,2,3,3,3,2,3,2,2,2,1,2,2,3,1,2,2,2,2,NA,1,4,1,NA,NA,NA,4,3,2,1,NA,3,2,1,4,1,4,4,3,NA,NA,NA,1,1,5,2,1,1,NA,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,2,1,2,3,4,1,3,2,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,6,1,1,2,1,2,0.8282652536548875
228797,2022-06-29T09:29:57Z,2022-06-29T09:47:10Z,1,1,2,1,1,2,3,2,2,3,NA,NA,NA,2,2,2,3,4,1,2,2,3,1,2,1,NA,NA,NA,NA,3,3,4,1,NA,2,2,3,2,2,NA,3,2,1,1,4,2,3,3,3,3,4,3,3,3,3,2,1,2,1,3,3,2,3,2,1,2,1,1,1,1,1,2,1,2,2,2,NA,1,2,4,NA,NA,NA,2,2,2,2,NA,1,2,1,1,3,4,2,4,NA,NA,NA,3,3,4,1,1,2,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,4,NA,1,1,4,4,1,1,2,3,1,2,3,2,NA,4,1,1,1,4,1,5,NA,4,1,2,NA,2,3,1,1,2,1,2,1,0.6946060041723613
229457,2022-06-28T17:23:09Z,2022-06-28T17:36:32Z,1,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,1,1,2,1,2,NA,NA,NA,NA,3,NA,2,2,1,3,1,NA,4,1,3,1,1,3,2,2,2,4,4,4,3,4,2,2,2,2,3,4,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,NA,4,2,3,4,2,NA,NA,NA,1,3,NA,2,1,3,3,5,3,4,3,3,3,NA,NA,NA,2,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,1,1,3,7,3,1,2,4,2,NA,1,1,1,1,1,5,1,1,1,5,1,NA,1,1,4,1,2,5,2,2,1.3519294837396965
230587,2022-06-28T18:43:50Z,2022-06-28T19:04:09Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,3,4,1,1,5,5,5,2,5,NA,NA,NA,NA,4,NA,3,2,3,2,1,NA,4,4,4,1,2,2,2,2,2,5,5,5,5,5,3,5,3,2,4,4,2,4,3,1,1,1,1,1,1,1,2,1,1,2,3,3,NA,4,2,4,5,5,NA,NA,NA,1,2,NA,1,1,4,2,5,3,2,3,3,2,NA,NA,NA,3,2,1,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,2,1,3,5,3,1,3,2,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,3,3,5,2,1,6.039098731263447
230613,2022-06-28T22:45:56Z,2022-06-28T22:56:46Z,1,1,1,1,2,1,3,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,2,1,1,1,5,1,1,NA,NA,NA,NA,3,NA,2,1,2,2,1,NA,4,4,4,1,2,1,3,3,1,5,5,5,3,3,1,4,3,2,3,4,2,2,2,1,3,2,1,1,1,2,2,2,4,4,3,3,NA,4,2,4,4,4,NA,NA,NA,1,2,NA,2,1,5,1,5,5,1,3,4,1,NA,NA,NA,1,1,1,NA,1,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,1,1,3,7,3,2,2,4,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,9,1,2,2,2,2,0.8329451271395212
230801,2022-06-29T16:52:54Z,2022-06-29T17:03:02Z,1,1,1,1,2,1,2,4,4,4,4,3,4,NA,NA,NA,2,2,3,4,3,3,1,1,1,1,1,1,5,NA,NA,NA,NA,4,NA,2,2,2,3,1,NA,3,2,3,2,2,3,3,3,3,4,3,3,3,4,2,2,3,2,3,4,3,3,3,1,3,2,1,2,2,2,2,2,3,3,2,3,NA,4,2,4,4,2,NA,NA,NA,1,3,NA,2,1,3,1,5,4,4,3,2,3,NA,NA,NA,1,1,1,NA,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,NA,5,2,4,4,1,1,2,3,1,1,5,2,NA,1,1,1,1,1,1,2,2,2,3,1,NA,1,1,9,1,2,3,1,3,0.6692594984092786
230983,2022-06-30T12:19:42Z,2022-06-30T12:34:54Z,2,1,2,1,1,1,4,2,1,2,NA,NA,NA,2,2,2,3,4,1,2,2,1,1,4,4,NA,NA,NA,NA,4,4,4,4,NA,1,4,4,4,1,NA,4,1,1,1,4,5,2,5,5,5,1,3,1,1,1,2,1,2,1,1,3,2,2,2,1,2,1,1,1,1,1,4,1,1,1,2,NA,1,1,4,NA,NA,NA,1,4,3,2,NA,1,1,2,1,3,4,3,3,NA,NA,NA,4,1,1,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,1,1,3,7,4,2,1,6,2,NA,1,1,1,1,1,3,10,NA,3,6,2,NA,2,4,5,1,4,1,1,3,0.2974942918127768
231013,2022-06-29T10:49:23Z,2022-06-29T11:25:33Z,2,1,2,1,1,1,4,1,1,1,NA,NA,NA,1,1,1,1,4,1,1,1,1,1,4,4,NA,NA,NA,NA,4,4,4,4,NA,1,4,4,4,1,NA,4,1,1,1,4,5,4,5,4,5,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,3,2,1,1,1,4,4,4,1,3,1,NA,1,1,4,NA,NA,NA,1,4,4,2,NA,1,1,1,1,1,3,1,5,NA,NA,NA,3,3,1,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,NA,5,1,5,4,1,2,3,3,2,2,4,2,NA,1,2,2,1,1,1,1,1,1,5,2,NA,2,3,1,1,2,1,2,1,0.2705933404855171
232131,2022-06-27T17:41:30Z,2022-06-27T17:54:49Z,2,1,2,1,2,1,3,4,4,4,NA,NA,NA,3,4,4,2,2,4,4,4,4,2,2,2,NA,NA,NA,NA,1,5,2,2,NA,2,3,2,3,2,NA,1,4,4,4,1,3,3,4,2,3,4,3,5,4,5,1,3,3,1,2,3,1,1,1,2,3,2,2,1,3,2,1,2,4,3,2,NA,2,4,3,NA,NA,NA,4,4,2,1,NA,3,1,2,3,1,5,3,3,NA,NA,NA,1,1,4,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,4,1,1,1,4,1,1,5,2,NA,1,1,1,1,1,1,2,2,2,5,3,1,1,1,9,1,2,2,2,3,0.7342981832392118
233296,2022-06-29T17:02:09Z,2022-06-29T17:15:11Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,2,3,4,4,3,1,1,1,1,2,1,1,NA,NA,NA,NA,3,NA,2,2,2,3,1,NA,4,4,4,1,2,3,2,2,3,4,3,5,4,3,2,2,2,1,4,4,3,2,3,1,4,1,1,1,2,1,1,1,2,2,3,3,NA,4,4,4,4,2,NA,NA,NA,2,3,NA,2,2,1,1,3,3,2,1,2,2,NA,NA,NA,1,1,1,NA,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,4,1,1,2,4,2,1,5,2,NA,1,1,1,1,1,5,2,2,2,1,1,NA,1,1,9,1,1,2,1,3,0.8378715003409217
234001,2022-06-28T22:50:19Z,2022-06-28T23:01:30Z,2,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,1,1,1,NA,NA,NA,NA,1,1,5,1,NA,3,2,1,1,3,NA,1,4,4,4,1,2,3,1,2,2,5,3,5,5,5,1,3,3,2,4,4,2,2,2,1,1,1,1,1,2,1,1,2,3,4,3,NA,1,4,1,NA,NA,NA,4,3,2,1,NA,3,2,1,3,1,5,4,3,NA,NA,NA,1,1,3,1,1,1,NA,1,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,4,1,2,4,4,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,2,1,NA,1,1,8,1,1,2,2,2,0.7824265355591633
234064,2022-06-28T23:33:12Z,2022-06-28T23:54:15Z,2,1,1,1,1,1,3,3,2,3,2,3,2,NA,NA,NA,3,3,2,3,1,1,1,2,3,2,5,3,3,NA,NA,NA,NA,1,NA,4,4,3,1,2,NA,2,1,2,2,3,3,5,2,3,2,3,2,2,3,2,1,2,1,2,2,3,1,1,3,4,4,1,4,2,2,4,2,2,2,2,2,NA,2,4,2,3,4,NA,NA,NA,2,1,NA,1,2,1,2,4,4,1,1,1,4,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,1,1,1,2,NA,1,2,NA,4,1,4,4,1,4,9,2,1,1,5,2,NA,1,1,1,1,1,1,12,NA,3,5,3,2,2,3,9,1,3,1,2,2,0.6666574135169892
234741,2022-06-28T17:20:43Z,2022-06-29T10:07:51Z,1,1,2,1,2,1,3,3,3,3,NA,NA,NA,4,4,3,2,2,3,4,3,4,2,2,5,NA,NA,NA,NA,3,2,3,5,NA,2,3,3,4,2,NA,2,4,3,2,1,3,2,3,3,4,4,3,2,3,5,1,1,3,1,2,4,2,3,3,1,3,1,1,2,2,4,2,3,1,2,2,NA,2,3,3,NA,NA,NA,4,5,2,2,NA,3,1,2,2,3,4,4,5,NA,NA,NA,1,1,4,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,1,1,3,1,1,2,4,1,2,3,2,NA,1,1,1,1,1,1,2,2,2,2,3,1,1,1,8,1,2,3,2,3,1.0839118441636515
234834,2022-06-29T22:39:17Z,2022-06-29T23:14:16Z,2,1,2,1,1,1,3,3,2,2,NA,NA,NA,3,2,2,3,99,99,99,99,99,1,4,5,NA,NA,NA,NA,5,4,5,5,NA,4,4,99,4,99,NA,99,99,99,99,99,3,3,3,3,3,2,1,2,3,2,3,5,4,1,1,3,2,3,3,1,1,1,1,2,1,1,2,1,2,1,3,NA,2,1,4,NA,NA,NA,3,5,3,2,NA,3,1,99,99,99,99,99,3,NA,NA,NA,3,3,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,99,99,1,3,4,NA,5,NA,NA,NA,NA,NA,4,1,1,2,3,2,3,2,2,NA,99,1,1,1,99,6,1,2,1,3,3,2,2,9,1,1,99,4,2,1,0.45452801568275225
235304,2022-06-28T19:10:37Z,2022-06-28T19:35:47Z,3,1,2,1,2,1,1,4,3,3,NA,NA,NA,3,3,3,2,4,4,4,4,4,1,1,1,NA,NA,NA,NA,5,5,1,1,NA,3,3,1,1,1,NA,4,4,4,4,4,2,2,2,2,2,5,5,5,5,5,3,5,3,1,2,4,3,4,3,2,2,2,1,2,2,2,4,4,4,4,3,NA,1,4,1,NA,NA,NA,4,4,1,1,NA,3,1,1,5,1,1,1,4,NA,NA,NA,1,1,5,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,NA,4,3,2,4,1,1,1,3,2,3,2,2,NA,1,1,1,1,1,1,2,2,2,3,3,1,1,2,1,2,3,1,2,1,1.0758890630314664
235578,2022-06-27T17:08:56Z,2022-06-27T17:18:12Z,2,1,2,1,2,1,1,3,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,1,1,1,NA,NA,NA,NA,1,5,2,2,NA,2,2,2,2,3,NA,1,3,3,3,3,2,2,3,2,2,4,5,5,4,4,3,4,3,1,4,4,2,4,2,1,4,2,1,2,1,1,2,2,1,1,2,NA,2,4,1,NA,NA,NA,4,3,2,1,NA,3,1,1,3,1,3,4,3,NA,NA,NA,2,1,4,3,1,1,NA,1,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,NA,5,2,4,4,2,4,8,2,1,1,6,1,6,1,1,3,1,1,1,2,2,2,3,1,NA,1,1,3,1,2,2,1,1,0.26617631140839193
235839,2022-06-28T20:40:34Z,2022-06-28T20:50:24Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,2,2,1,1,1,2,NA,NA,NA,NA,3,NA,3,2,2,1,1,NA,4,4,4,1,2,1,2,1,3,5,5,3,5,5,2,2,3,2,3,4,2,2,2,1,3,2,1,2,1,1,1,2,2,3,3,2,NA,4,1,4,4,3,NA,NA,NA,1,2,NA,2,1,5,1,5,5,2,3,2,4,NA,NA,NA,1,1,1,NA,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,5,1,2,1,2,4,8,4,2,1,5,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,1,9,1,2,3,2,3,0.8094686441730186
236237,2022-06-28T17:58:02Z,2022-06-28T18:13:56Z,1,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,1,1,1,1,2,NA,NA,NA,NA,4,NA,2,1,1,4,1,NA,4,4,4,1,2,3,1,3,3,5,3,5,3,5,2,2,3,2,3,4,2,3,2,1,2,1,1,1,1,2,1,2,3,3,2,2,NA,4,2,3,3,2,NA,NA,NA,1,3,NA,2,1,3,1,4,5,4,2,1,5,NA,NA,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,NA,5,2,3,3,1,3,5,2,2,2,4,1,3,1,2,3,1,1,1,1,2,1,4,2,NA,2,3,4,1,3,2,1,2,0.20029435237812065
236617,2022-06-29T20:52:09Z,2022-06-29T21:06:08Z,2,1,1,1,2,1,2,3,3,3,3,3,4,NA,NA,NA,2,2,4,4,4,4,1,2,5,2,2,2,5,NA,NA,NA,NA,3,NA,2,2,2,2,1,NA,4,2,3,1,2,1,3,2,2,4,4,4,4,4,2,2,3,1,2,4,2,2,3,1,1,1,1,1,1,1,1,1,2,1,2,3,NA,4,1,4,4,4,NA,NA,NA,1,3,NA,1,1,5,1,4,3,1,3,2,3,NA,NA,NA,1,4,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,1,1,3,1,1,2,2,2,2,4,2,NA,1,1,1,1,1,2,1,1,1,5,1,NA,1,1,8,1,2,1,2,2,0.48040135676371587
237091,2022-06-28T19:14:10Z,2022-06-28T19:37:03Z,2,1,1,1,2,1,2,4,4,4,3,3,4,NA,NA,NA,2,3,4,4,4,4,2,2,1,2,5,5,2,NA,NA,NA,NA,3,NA,2,2,2,3,1,NA,4,4,4,1,2,2,4,3,3,3,3,4,3,3,2,2,3,2,3,3,2,1,3,2,2,1,2,2,1,2,3,1,3,1,2,3,NA,4,99,4,5,99,NA,NA,NA,1,2,NA,2,1,3,1,3,2,4,2,2,4,NA,NA,NA,2,1,1,NA,2,2,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,4,1,4,9,4,2,1,5,2,NA,1,1,1,1,1,5,1,1,1,2,1,NA,1,1,7,1,2,2,1,3,0.7602270401061264
238030,2022-06-29T01:10:42Z,2022-06-29T01:24:47Z,1,1,1,1,1,2,4,2,3,2,2,4,2,NA,NA,NA,3,3,2,3,2,2,1,5,4,3,3,3,3,NA,NA,NA,NA,1,NA,4,4,4,1,1,NA,2,2,2,2,4,3,5,3,3,3,3,2,3,2,2,1,2,1,2,3,3,2,3,2,2,2,2,1,2,2,2,1,1,1,2,3,NA,2,4,2,2,4,NA,NA,NA,2,1,NA,2,2,1,2,3,1,3,1,1,4,NA,NA,NA,1,4,2,NA,2,NA,NA,NA,NA,NA,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,4,NA,4,4,4,3,1,2,3,2,1,2,3,2,NA,1,1,1,1,1,1,9,NA,3,6,2,NA,2,3,9,1,3,1,2,3,0.6742306461988982
239382,2022-06-29T10:06:24Z,2022-06-29T10:23:03Z,1,1,2,1,1,1,4,1,2,1,NA,NA,NA,2,2,2,1,4,1,2,1,1,1,4,4,NA,NA,NA,NA,4,4,3,4,NA,4,4,4,4,4,NA,3,2,1,1,2,5,4,5,4,5,2,1,1,2,1,2,2,2,1,1,3,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,NA,2,1,4,NA,NA,NA,2,3,3,2,NA,1,1,1,1,1,3,1,4,NA,NA,NA,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,3,3,1,4,NA,1,3,NA,1,4,1,1,1,3,7,4,2,1,5,2,NA,1,4,4,1,1,3,12,NA,3,5,3,2,2,4,5,1,4,2,2,2,0.9241654722969832
242029,2022-06-29T10:01:53Z,2022-06-29T10:53:51Z,2,1,1,1,1,1,4,2,1,1,1,3,1,NA,NA,NA,3,4,1,2,1,1,1,3,4,3,4,3,4,NA,NA,NA,NA,1,NA,4,4,4,1,4,NA,2,2,1,3,4,3,5,3,4,2,3,2,3,2,1,1,2,1,2,3,1,1,3,2,3,2,2,2,2,2,3,99,3,1,2,2,NA,1,4,1,2,4,NA,NA,NA,2,1,NA,1,1,1,4,3,2,4,1,1,4,NA,NA,NA,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,4,NA,5,2,2,3,1,3,5,4,1,2,3,2,NA,1,1,1,1,1,2,10,NA,3,5,2,NA,2,4,9,1,4,1,1,3,0.4564041279939201
242242,2022-06-29T01:02:56Z,2022-06-29T01:13:47Z,1,1,2,1,2,2,3,2,2,3,NA,NA,NA,3,3,3,3,99,2,3,3,99,3,3,4,NA,NA,NA,NA,3,3,3,3,NA,99,99,99,99,99,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,2,3,1,1,2,3,2,3,1,4,4,1,3,1,3,4,2,2,2,2,NA,2,2,3,NA,NA,NA,2,5,3,2,NA,1,1,2,1,3,3,2,1,NA,NA,NA,1,1,5,1,4,2,NA,2,NA,NA,NA,NA,NA,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,NA,5,3,2,4,2,3,5,3,2,2,3,2,NA,1,1,1,1,1,1,10,NA,3,6,2,NA,2,4,7,1,4,4,2,2,0.9083548463482711
243060,2022-06-30T00:38:36Z,2022-06-30T00:52:11Z,1,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,4,1,1,1,4,NA,1,4,4,4,1,1,1,1,3,1,5,5,5,3,5,1,4,3,2,4,4,2,2,3,1,3,2,1,1,1,1,1,2,1,3,1,NA,1,4,1,NA,NA,NA,4,1,1,1,NA,3,2,1,4,1,4,4,4,NA,NA,NA,1,1,3,1,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,1,1,4,1,4,9,3,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,9,1,2,1,2,3,0.4732874670322066
